loan_id,age,employment_years,existing_emi,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
343,46,26,92049,8000000,30100000,4,431,11900000,13800000,18800000,11500000,Approved
344,46,16,0,3700000,12600000,10,424,5400000,1100000,14200000,4400000,Rejected
345,32,7,17129,2600000,5100000,14,678,500000,1200000,6000000,3100000,Approved
346,38,7,72708,4200000,16800000,6,381,9600000,3800000,14800000,5900000,Rejected
347,50,12,147151,8000000,28000000,10,449,18500000,1500000,17400000,3900000,Rejected
348,45,10,0,7100000,23500000,12,768,6400000,12100000,22400000,7300000,Approved
349,40,6,9998,2000000,7000000,6,666,0,1200000,4300000,1400000,Rejected
350,29,11,0,5800000,13300000,14,742,16100000,9300000,16300000,7000000,Approved
351,44,13,0,6700000,15800000,4,445,10500000,7600000,14100000,9100000,Rejected
352,56,21,150598,7300000,28700000,14,634,5900000,3800000,21200000,10800000,Approved
353,52,17,0,3300000,9700000,14,782,2500000,0,10400000,2200000,Approved
354,30,7,60907,3000000,7000000,10,781,7200000,600000,11700000,2700000,Approved
355,53,22,96843,7900000,17200000,14,318,14200000,9500000,23200000,9000000,Rejected
356,43,15,50115,7600000,24100000,18,721,21900000,11500000,22900000,7200000,Approved
357,39,5,0,3700000,9800000,4,563,9500000,5100000,11200000,3000000,Approved
358,60,22,72886,8400000,26300000,4,419,22900000,7900000,29200000,6200000,Approved
359,46,25,0,8200000,20800000,14,372,3800000,100000,26100000,5200000,Rejected
360,42,8,57085,2900000,9500000,18,885,4300000,2300000,6500000,3500000,Approved
361,60,29,78441,9900000,38400000,12,596,10000000,9300000,36500000,6800000,Approved
362,40,17,90429,4400000,14100000,2,349,3300000,1300000,8800000,6200000,Approved
363,60,27,0,9000000,32200000,16,468,4500000,16400000,28600000,10900000,Rejected
364,48,11,106151,6800000,26900000,16,818,14700000,10400000,26300000,7300000,Approved
365,42,24,183053,8700000,28000000,12,543,16900000,6000000,22900000,6700000,Rejected
366,44,16,76392,9400000,21900000,16,685,8100000,5600000,34500000,5000000,Approved
367,46,12,82338,6000000,12500000,18,851,14600000,5000000,16800000,5000000,Approved
368,49,29,88696,9400000,29800000,10,377,24100000,18500000,30900000,11700000,Rejected
369,32,4,0,1000000,4000000,10,620,2400000,1300000,3700000,1100000,Approved
370,24,4,16298,900000,2300000,20,611,600000,1500000,1900000,500000,Approved
371,39,9,50131,2100000,7700000,4,767,1200000,1700000,6900000,1300000,Approved
372,38,5,21207,1100000,3200000,20,592,3200000,700000,3500000,500000,Approved
373,48,11,14366,600000,2300000,4,319,1600000,800000,2300000,700000,Approved
374,51,22,71813,9200000,25500000,10,900,9400000,10500000,27400000,12800000,Approved
375,29,6,40060,3600000,12800000,18,814,8600000,4100000,10300000,4100000,Approved
376,39,1,27794,1300000,5000000,10,755,2100000,2200000,4800000,1900000,Approved
377,37,18,158157,7700000,16800000,20,584,8600000,4800000,23400000,8000000,Approved
378,49,25,68676,9500000,23500000,14,380,22900000,6700000,25100000,7300000,Rejected
379,42,16,0,5000000,17600000,20,465,6200000,5200000,16500000,5200000,Rejected
380,36,0,7662,500000,1800000,2,531,1300000,500000,1900000,700000,Approved
381,50,27,46578,8300000,32100000,16,814,18500000,2700000,28900000,7500000,Approved
382,53,22,49508,5300000,17900000,6,678,4700000,3900000,14400000,3600000,Approved
383,58,24,79160,9300000,29000000,12,655,7900000,6800000,29900000,4900000,Approved
384,40,12,22433,2300000,7400000,2,682,6500000,2400000,7600000,2100000,Approved
385,40,13,0,400000,1300000,6,695,200000,500000,800000,100000,Approved
386,42,13,70987,3200000,10800000,4,833,2600000,1000000,8700000,2600000,Approved
387,59,25,0,9400000,35300000,16,302,4100000,12500000,37000000,12900000,Rejected
388,42,4,0,2300000,6600000,2,357,5900000,200000,6000000,2200000,Rejected
389,44,20,63068,4300000,14500000,12,302,12500000,4300000,12500000,5100000,Rejected
390,43,24,66641,6200000,22400000,18,873,15700000,6600000,15800000,8200000,Approved
391,44,20,0,7200000,19800000,12,658,12700000,8100000,25000000,7300000,Approved
392,53,16,59083,2400000,8700000,18,877,2800000,2900000,7100000,1100000,Approved
393,38,8,27849,2900000,6300000,8,648,3400000,3400000,7600000,1400000,Approved
394,34,6,0,1400000,5200000,12,730,2900000,0,3700000,700000,Approved
395,39,7,25808,2200000,8200000,14,737,5800000,2800000,8200000,1400000,Approved
396,35,1,16192,800000,3200000,10,584,0,200000,2100000,700000,Rejected
397,30,7,11232,600000,1700000,2,621,400000,400000,2000000,200000,Approved
398,28,2,4347,700000,2700000,16,583,1100000,1200000,1400000,300000,Approved
399,56,22,135618,8400000,25900000,16,621,8600000,13400000,33500000,4200000,Approved
400,47,18,0,7100000,21500000,16,610,5800000,12100000,14200000,9300000,Approved
401,45,21,0,5400000,15700000,18,452,13700000,2600000,16500000,6600000,Rejected
402,44,17,60043,3700000,7300000,18,339,9300000,100000,13900000,5300000,Rejected
403,58,21,29906,5200000,15200000,16,650,1300000,5700000,13500000,4100000,Approved
404,29,6,0,200000,700000,10,672,200000,200000,300000,300000,Approved
405,20,2,8202,500000,1000000,20,501,800000,800000,900000,200000,Rejected
406,30,8,39808,1800000,5700000,4,809,1200000,1900000,6300000,2400000,Approved
407,38,19,0,9200000,29400000,8,318,18000000,5900000,33800000,5400000,Rejected
408,32,14,0,900000,3300000,10,649,0,400000,1800000,1200000,Approved
409,57,23,0,7500000,28300000,12,367,9200000,11300000,22700000,7000000,Rejected
410,36,14,0,3000000,11800000,6,847,8200000,2200000,7100000,2300000,Approved
411,57,21,106317,7100000,18900000,12,360,10700000,1100000,19800000,8500000,Rejected
412,29,11,32153,3500000,7200000,2,865,4100000,3200000,11900000,4200000,Approved
413,44,9,0,4900000,18800000,16,880,4200000,4700000,13200000,2600000,Approved
414,32,7,86285,4100000,8400000,20,608,1400000,8000000,10000000,4400000,Approved
415,32,3,8854,800000,2100000,6,760,300000,100000,1600000,600000,Approved
416,48,10,18770,1700000,4600000,12,385,1500000,1300000,5200000,1700000,Rejected
417,41,21,131206,6100000,23300000,12,478,3800000,2300000,17700000,4900000,Rejected
418,26,5,0,2100000,7700000,16,327,5000000,500000,4700000,2300000,Rejected
419,44,6,46546,3100000,9300000,6,663,1300000,1400000,8100000,3800000,Approved
420,36,12,20968,1700000,3500000,20,693,2200000,1400000,4800000,1700000,Approved
421,37,11,0,1700000,5400000,6,710,4800000,700000,5800000,1700000,Approved
422,42,10,45355,4000000,14500000,6,711,2400000,5700000,10900000,4100000,Approved
423,52,20,82360,5600000,18400000,8,386,11300000,6700000,11300000,5600000,Rejected
424,39,10,51100,3900000,11900000,10,855,10200000,4000000,10200000,2800000,Approved
425,44,23,0,6100000,15300000,14,573,1100000,9900000,13300000,8400000,Approved
426,35,2,0,1100000,2800000,18,431,500000,300000,4300000,1400000,Rejected
427,37,10,108628,5500000,14800000,8,364,13000000,4500000,12600000,4500000,Rejected
428,46,15,25266,1100000,3600000,14,711,2500000,500000,3600000,600000,Approved
429,32,1,8553,400000,900000,20,771,1000000,500000,1600000,500000,Approved
430,34,16,90841,9200000,36400000,18,669,3100000,12700000,30900000,12300000,Approved
431,59,25,221693,9300000,27500000,18,338,21500000,500000,34900000,6600000,Rejected
432,40,15,21715,1100000,3500000,8,562,2300000,1200000,3200000,500000,Approved
433,52,19,60891,5600000,18700000,2,769,8000000,8200000,17300000,4800000,Approved
434,37,11,60025,6300000,21500000,8,629,600000,3400000,22000000,5200000,Approved
435,63,26,0,8800000,18100000,6,699,6400000,2100000,18500000,9400000,Approved
436,54,19,0,8400000,20800000,20,590,5100000,8900000,32100000,10800000,Approved
437,40,3,13323,1600000,5700000,4,707,3300000,2700000,6200000,2300000,Approved
438,33,15,69217,4500000,11400000,8,391,8500000,6800000,9900000,4500000,Rejected
439,27,9,57273,6500000,18500000,4,891,13600000,3300000,23600000,7100000,Approved
440,46,26,226826,9500000,20600000,2,731,13400000,3800000,20700000,9200000,Approved
441,32,8,0,4700000,16700000,12,775,4000000,1700000,17300000,3500000,Approved
442,42,18,177492,9600000,32400000,2,897,3500000,15400000,26800000,6200000,Approved
443,41,12,103273,8000000,26700000,20,794,8000000,14700000,29900000,7800000,Approved
444,52,16,0,7700000,16700000,6,555,12900000,2900000,18100000,8500000,Approved
445,25,5,0,3600000,10300000,12,536,6800000,500000,12200000,2700000,Rejected
446,39,10,0,700000,1700000,10,839,100000,700000,2000000,900000,Approved
447,29,10,16809,1400000,5100000,6,890,4100000,1900000,5200000,1900000,Approved
448,47,21,0,8600000,27900000,20,415,12200000,14800000,27100000,7900000,Rejected
449,38,12,99733,4700000,15700000,4,868,3300000,2500000,13800000,4800000,Approved
450,38,13,66048,2900000,5800000,12,353,8400000,2600000,10100000,3100000,Rejected
451,48,18,0,9000000,29000000,16,590,4600000,15600000,29200000,12300000,Approved
452,35,14,4543,500000,900000,18,618,1400000,600000,1200000,400000,Approved
453,28,6,10086,700000,1700000,10,539,1400000,1000000,1900000,900000,Rejected
454,48,22,55061,6800000,27000000,4,429,17100000,7600000,21400000,9400000,Approved
455,31,12,0,1800000,4700000,8,792,4500000,1200000,4100000,2200000,Approved
456,42,24,135975,6000000,12400000,2,608,3000000,2100000,17900000,6800000,Approved
457,52,20,101478,5400000,21500000,14,555,4300000,1500000,14300000,7500000,Approved
458,36,15,134744,8400000,17500000,12,620,15300000,13600000,26000000,5800000,Approved
459,48,19,36313,7400000,20900000,6,635,15600000,14000000,21000000,7200000,Approved
460,47,9,0,3200000,12500000,10,457,6100000,2000000,8200000,4300000,Rejected
461,59,21,107793,5400000,21400000,8,350,2600000,1000000,19700000,6800000,Rejected
462,50,16,0,1000000,2500000,14,885,2200000,100000,2300000,1100000,Approved
463,52,19,0,4400000,14700000,16,638,4000000,2700000,14400000,2700000,Approved
464,34,7,41286,3800000,10500000,12,710,1800000,6200000,12500000,2500000,Approved
465,59,22,143983,6100000,20900000,18,470,500000,8500000,18000000,7500000,Rejected
466,40,11,114866,5500000,17300000,16,874,1000000,2900000,13700000,7900000,Approved
467,31,0,0,500000,1800000,18,411,1000000,500000,1300000,200000,Rejected
468,47,11,6482,300000,1100000,2,482,200000,100000,1100000,400000,Approved
469,52,24,90367,6200000,16900000,2,396,10600000,7500000,23700000,7600000,Rejected
470,37,0,7248,300000,900000,20,436,0,400000,600000,200000,Rejected
471,44,25,137042,6900000,22100000,20,303,13600000,4600000,22000000,6900000,Rejected
472,36,7,0,3700000,11400000,12,728,4200000,5800000,7300000,2300000,Approved
473,54,18,196911,8800000,28600000,10,775,5200000,5000000,32000000,9600000,Approved
474,50,26,173170,8200000,23500000,12,402,15100000,1500000,24300000,5800000,Rejected
475,63,27,85726,9200000,31500000,18,698,5300000,6100000,20400000,8300000,Approved
476,24,5,40715,2400000,7800000,14,665,5200000,2900000,6200000,2900000,Approved
477,41,6,100161,4100000,13500000,18,490,4700000,6200000,13900000,2000000,Rejected
478,47,21,0,8000000,31900000,12,504,23800000,1500000,22100000,6000000,Rejected
479,40,16,27327,3600000,8600000,8,790,5400000,5900000,9800000,5200000,Approved
480,30,2,0,700000,2700000,20,669,100000,1000000,2600000,500000,Approved
481,59,27,0,8300000,30700000,6,381,21700000,2300000,26700000,4600000,Rejected
482,39,12,123051,5300000,15000000,2,900,1700000,2100000,21000000,5800000,Approved
483,55,26,101287,8300000,24900000,16,506,15400000,5600000,26700000,7000000,Rejected
484,40,15,0,2500000,8800000,12,538,4900000,1800000,9100000,3300000,Rejected
485,44,23,34472,5400000,14400000,8,677,11000000,7900000,20800000,3100000,Approved
486,38,12,38360,1600000,4900000,8,685,3200000,2000000,3800000,1500000,Approved
487,42,11,59716,2400000,6200000,12,860,4900000,3700000,9500000,1100000,Approved
488,40,18,60408,6300000,14800000,6,608,16100000,10500000,21800000,5400000,Approved
489,50,17,12834,2500000,5300000,10,540,2300000,2800000,7100000,1700000,Rejected
490,50,23,171630,7500000,16800000,16,492,21500000,4800000,25400000,11100000,Rejected
491,39,12,72343,2900000,8500000,14,834,1200000,4500000,8800000,1800000,Approved
492,42,9,0,1000000,3500000,16,834,800000,1700000,3000000,700000,Approved
493,39,16,0,8600000,28800000,8,890,23300000,5900000,21200000,7200000,Approved
494,27,6,3822,300000,1100000,12,443,600000,400000,1200000,200000,Rejected
495,39,5,0,2300000,5700000,18,329,5600000,3300000,4900000,2700000,Rejected
496,45,14,55250,2400000,5400000,12,739,300000,2500000,5000000,3000000,Approved
497,57,23,129978,9800000,30300000,6,867,20800000,16000000,30200000,7600000,Approved
498,48,12,92016,8100000,24800000,6,307,200000,4000000,31100000,10500000,Rejected
499,38,16,55739,6700000,15500000,18,492,2100000,2000000,26300000,9400000,Rejected
500,50,12,120361,8400000,24700000,18,698,23000000,13200000,32700000,12200000,Approved
501,49,14,4907,200000,700000,8,851,400000,200000,800000,200000,Approved
502,33,14,0,4700000,12500000,14,375,1300000,6300000,10100000,5400000,Rejected
503,26,6,62000,4300000,14300000,14,601,3800000,900000,16700000,5700000,Approved
504,38,16,16514,2200000,7000000,20,756,3600000,3900000,5700000,1200000,Approved
505,34,12,113672,8600000,19200000,4,868,20400000,1500000,32800000,9300000,Approved
506,40,9,0,2000000,7200000,10,838,2500000,300000,7600000,1000000,Approved
507,35,13,0,4200000,15900000,14,375,7200000,7900000,16200000,3000000,Rejected
508,47,21,47188,5100000,12500000,18,778,3300000,1000000,14800000,3200000,Approved
509,42,19,48798,4100000,11200000,6,442,12200000,4100000,10000000,4500000,Rejected
510,53,20,0,9900000,39500000,12,808,11800000,3700000,30200000,13500000,Approved
511,38,14,50462,3200000,9000000,20,372,2700000,2800000,7200000,3800000,Rejected
512,37,17,68886,5500000,19000000,4,597,1100000,4000000,18700000,5300000,Approved
513,34,16,45869,7800000,29100000,20,435,21100000,13000000,17300000,9700000,Rejected
514,34,12,57598,3400000,9700000,20,728,1500000,1500000,7300000,2400000,Approved
515,51,15,75816,7900000,25900000,14,373,10900000,14300000,27700000,7600000,Rejected
516,37,16,132900,8900000,18500000,10,367,6100000,0,32000000,10300000,Rejected
517,56,24,115128,7300000,19100000,14,552,2000000,13400000,16800000,4000000,Approved
518,35,8,65203,3300000,10600000,8,465,500000,4400000,7300000,2800000,Rejected
519,35,9,60602,2900000,10500000,8,607,4400000,5500000,7600000,3800000,Approved
520,24,3,0,500000,1300000,4,427,1400000,500000,1800000,600000,Rejected
521,57,24,0,7200000,21200000,4,711,10800000,4200000,24900000,5700000,Approved
522,44,15,110220,8300000,24100000,14,823,5900000,700000,24000000,7700000,Approved
523,49,27,213135,8700000,20500000,6,523,19300000,6500000,23700000,4800000,Rejected
524,54,23,99634,7100000,27900000,10,328,9000000,13400000,26500000,7700000,Rejected
525,55,28,128428,9800000,28200000,12,721,15800000,6500000,21900000,9600000,Approved
526,42,14,162788,6900000,17000000,20,599,18100000,9400000,26600000,4300000,Approved
527,41,3,58339,2400000,5000000,14,580,5900000,4400000,5500000,3200000,Approved
528,38,5,32087,2100000,4900000,10,744,200000,2000000,5400000,1000000,Approved
529,35,14,121222,7200000,23900000,4,559,4200000,12200000,17800000,10800000,Approved
530,37,9,22843,4600000,13500000,16,587,7700000,5900000,10600000,5000000,Approved
531,56,25,194602,9900000,31800000,18,817,23400000,700000,32600000,11500000,Approved
532,41,14,1844,300000,1000000,20,655,0,100000,1100000,400000,Approved
533,51,20,0,6900000,23900000,6,382,17100000,6900000,21500000,8900000,Rejected
534,46,14,19393,1700000,4300000,6,765,5000000,1500000,3400000,900000,Approved
535,41,16,39860,4400000,10000000,20,516,7400000,7600000,12200000,5100000,Rejected
536,46,15,68805,4300000,15000000,8,383,4700000,100000,9000000,4900000,Rejected
537,45,14,0,3700000,14100000,6,633,800000,200000,11300000,3400000,Approved
538,42,15,0,5900000,15200000,2,547,17100000,2000000,14700000,3600000,Rejected
539,50,26,40968,8600000,26300000,10,843,23300000,9800000,18100000,11300000,Approved
540,50,14,0,3400000,13200000,8,783,6500000,300000,13000000,4900000,Approved
541,31,1,9345,1000000,3200000,14,790,1900000,100000,3600000,1100000,Approved
542,32,14,88274,4400000,14200000,16,409,12700000,1300000,12600000,4500000,Rejected
543,46,15,22199,3600000,7800000,14,376,9800000,6900000,11900000,3000000,Rejected
544,39,17,26240,1400000,2700000,8,625,3100000,1800000,3400000,1000000,Approved
545,50,12,52314,5300000,10900000,18,707,12900000,2600000,12700000,7600000,Approved
546,46,24,218906,9400000,20500000,6,645,17400000,13000000,24500000,10200000,Approved
547,50,23,45466,6600000,22100000,6,887,3600000,3500000,19800000,4700000,Approved
548,52,18,94740,9800000,37600000,18,319,19200000,5100000,19900000,5100000,Rejected
549,40,9,46668,1900000,4900000,20,647,4100000,2100000,6800000,1700000,Approved
550,47,18,0,5800000,22500000,6,888,11900000,2600000,17100000,4800000,Approved
551,29,9,25855,3100000,10400000,10,420,6900000,5900000,10000000,3500000,Rejected
552,36,14,63163,6800000,18400000,2,791,4000000,900000,20200000,9900000,Approved
553,36,12,0,4600000,16200000,12,891,5900000,1200000,10800000,3700000,Approved
554,47,13,0,200000,700000,16,641,600000,200000,600000,100000,Approved
555,50,18,200662,9500000,22800000,6,319,200000,18800000,34100000,9400000,Rejected
556,51,18,153535,6200000,22200000,20,819,13500000,6600000,21700000,8700000,Approved
557,52,27,166305,9700000,32300000,18,387,11600000,14300000,20000000,5400000,Rejected
558,49,14,79711,4200000,12300000,2,686,10500000,200000,15600000,4200000,Approved
559,46,16,34579,5700000,12000000,4,415,15700000,900000,17300000,7400000,Rejected
560,33,10,0,200000,500000,6,885,-100000,0,300000,200000,Rejected
